name,Base Note,Colour Name,Country of Origin,Department,Dispenser Type,Grade,Heart/Middle Note,Model Name,link,Fragrance Category,Scents/Notes,Size,Top Note,Fragrance Family,Long Lasting,Model Number,Notes,Scents,Set Includes,Skin Type,Product Line,Aromatherapy Type,Fragrance Notes,Fragrance Type,Ingredients,Fragnance Family,Fragrance Note,Formulation,Occasion,Perfumer,Composition,Height,Width,Depth,Includes,Scent Type,,Volume,Top notes,Middle / Heart Notes,Base notes,Perfume Scent,Anti-perspirant,Non-toxic,Olfactive Family,Fragrance Note Family,Fragrance Segment,Irritation Free,Packaging Type,Paraben Free,Scent,Long-lasting,Introduced Year,Product Dimensions,Shipping Weight,scents_notes,Package Type,Application Area,Anti-Perspirant,Launched,What's In The Box,Dimensions,Weight,Material,Product Height,Product Width/Depth,Scent Notes,Package weight in KGs,Package height,Package Width,Long-Lasting,Key Notes,Scent Family,Dimension,Note,Form,Lanched,Scent Note,Longlasting,Package thickness,Notes Contains,Recommended Usage,Skin type,Country Of Origin,Cruelty Free,Paraben/Sulphate Free,Suitable for the season,Package weight,Cruelty-free,Product Dimension,Colour Family,Container Type,Fragrance Classification,Notes Available,Tope Note,Middle Note,Scent/Notes,Sulfate Free,Suitable For,Scent Life,Fragrance
AMOUAGE Ciel EDP 100ml ,"Amber, Musk, Cedar Wood, Sandalwood, Frankincense",,,Women,,,"Peach, Waterlilly, Rose, Jasmine",,/uae-en/ciel-edp-100ml/N12582151A/p?o=a1abe3ace53ccc3b,,Floral,100 ml,"Gardenia, Cyclamen, Violet Leaves",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paris Hilton Siren EDP 100ml ,"Sandalwood, Vanilla and Musk",,,Women,,,"Honeysuckle, Orchid and Lotus",,/uae-en/siren-edp-100ml/N11805525A/p?o=f9a8defdc506270f,,Floral,100 ml,Frangipani and Apricot,,,98786580437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORESQUE Gold Fiamma EDP 50ml ,"Honey, Leather, Ambergris, Musk, Vanilla and Resin",,,Unisex,,,Patchouly and Myrrh,,/uae-en/gold-fiamma-edp-50ml/N11075666A/p?o=f41789febb435fff,,,50 ml,"Cypress, Iris and Juniper Berries",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al Mesk Al Arabi Oud Extra EDP 65ml ,"Musk,Honey,Patchouli,Cedarwood,Sandalwood,Cashmere,Styrax/ Vanilla",,,Unisex,,,"Green Note,Saffron",,/uae-en/oud-extra-edp-65ml/N38963117A/p?o=b755240d24eac8fb,,Oriental,65 ml,"Jasmine,Tangerine",,Yes,6015447789115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al Mesk Al Arabi La Rosa EDP 100ml ,"Sandalwood,Amber,Patchouli,Musk,Caramel,Vetiver,Vanilla",,,Women,,,"Magnolia,Iris,Green Leaves,Jasmine,Rose,Almond Blossom",,/uae-en/la-rosa-edp-100ml/N38963119A/p?o=abaa271f9941118f,,Fresh,100 ml,"Pineapple,Black Current,Melon,Red Berries,Cassia,Litchi",,Yes,6007864380105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE MERCHANT OF VENICE Nobil Homo Sultan Leather EDP 100ml ,,,,Women,,,,,/uae-en/nobil-homo-sultan-leather-edp-100ml/N11075901A/p?o=c3b9fda67e89ad7c,,Woody,100 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.MICALLEF Style EDP 100ml ,Patchouli,,,Men,,,Jasmine and Lily of the valley,,/uae-en/style-edp-100ml/N11076081A/p?o=a233f4bab297f7bd,,,100 ml,Spicy nutmeg and Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nabeel Nasaem EDP 50ml ,"Cedarwood, Guaiac Wood, Agarwood, Sandalwood, Patchouli, Nagarmotha, White Musk, Tonka, Ambergris",,,Unisex,,,"Orchid, Rose, Geranium, Jasmine, Lily Of The Valley, Iris",,/uae-en/nasaem-edp-50ml/N11200919A/p?o=edb0adcf5620938f,,,50 ml,"Aldehyde, Pineapple, Plum, Tarragon, Lime, Bergamot, Saffron",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samawa Mukahllat Farid EDP 50ml ,,,United Arab Emirates (UAE),Unisex,Splash,,,,/uae-en/mukahllat-farid-edp-50ml/N15828616A/p?o=cb8fde3cfaf42d4c,,,50 ml,,,,,,,,,,Body,"Vetever, Sandal, Agarwood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBLIC AFFAIR Twisty Mood Intense EDP 100ml ,Amber,,,Unisex,,New,Coconut Nectar,,/uae-en/twisty-mood-intense-edp-100ml/N41707045A/p?o=e2d3708112bffd4a,,Fruity,100 ml,Green Mandarin,,,6598545715502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boadicea THE VICTORIOUS Torc EDP 100ml ,"Amber, Musk, Vanilla, Sandalwood, Cistus, Cedarwood, Orris, Leather, Patchouli, Oud",,,Unisex,,,"Rose, Clove, Jasmine, Davana, Saffron, Pepper, Heliotrope, Narcissus",,/uae-en/torc-edp-100ml/N11201654A/p?o=bee6bebe676fa04e,,Fruity,100 ml,"Bergamot, Apple, Raspberry, Orange Cassis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMOUAGE Fate EDP 50ml ,"Sandalwood, Musk, Licorice, Tonka Bean, Cedar, Labdanum",,,Men,,,"Immortelle, Copahu Balm, Labdanum, Olibanum, Incense, Rose",,/uae-en/fate-edp-50ml/N11074644A/p?o=cd6a62d24925c2ca,,,50 ml,"Mandarin Orange, Cumin, Ginger, Saffron",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Piguet Bois Noir de Robert Piguet EDP 100ml ,"Balsam, Cistus Absolute",,,Unisex,,,"Sandalwood, Patchouli",,/uae-en/bois-noir-de-robert-piguet-edp-100ml/N11756495A/p?o=baa8a430702b89ca,,,100 ml,"Guaiac Wood, Cedar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LANVIN PARIS Modern Princess EDP 60ml ,"White Musk, White Woods and Vanilla orchid",,France,Women,,,Jasmine and Freesia,,/uae-en/modern-princess-edp-60ml/N11748047A/p?o=e5a8a328b735fd1a,,Floral,60 ml,Red Apple and Red Currant,,,JL013A02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LANVIN PARIS Rumeur 2 Rose EDP 50ml ,"Amber, Patchouli and Musk",,France,Women,,,"Honeysuckle, Magnolia, False Jasmine, Jasmine and Lily-of-the-Valley Rose",,/uae-en/rumeur-2-rose-edp-50ml/N11748055A/p?o=fbc59e0f067423cd,,Citrus,50 ml,"Orange, Green Notes, Grapefruit, Pear, Bergamot and Lemon",,,JL001A02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATELIER FLOU Black Purple EDP 100ml ,"Ambergris, Vetiver and Liatris",,,Men,,,Rosemary and Nutmeg,,/uae-en/black-purple-edp-100ml/N11074682A/p?o=d75b76610cbb173f,,,100 ml,"Bergamot, Moss and Patchouli",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETAT LIBRE D'ORANGE Divin Enfant EDP 100ml ,,,,Unisex,,,,,/uae-en/divin-enfant-edp-100ml/N11203077A/p?o=f2aac512200ccbaa,,,100 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETAT LIBRE D'ORANGE Bijou Romantique EDP 100ml ,"Vetiver, Benzoin and Vanilla",,,Women,,,"Clary Sage, Iris, Coconut and Evee Molecule",,/uae-en/bijou-romantique-edp-100ml/N11203079A/p?o=bb413bfc6b22a07a,,,100 ml,"Bergamot, Lemon, Pink Pepper and Ylang-Ylang",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETAT LIBRE D'ORANGE Rien EDP 100ml ,,,,Unisex,,,,,/uae-en/rien-edp-100ml/N11203080A/p?o=e3104fffe06a39ac,,,100 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franck Boclet Absinthe EDP 100ml ,"Vetiver, Leather, Amber, Woody Notes",,,Unisex,,,"Artemisia, Rhubarb, Heliotrope",,/uae-en/absinthe-edp-100ml/N11756394A/p?o=d8bd9a031dfcfbc4,,,100 ml,"Lavender, Artemisia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAMATI Lover EDP 100ml ,,,,Unisex,,,,201001,/uae-en/lover-edp-100ml/N34306118A/p?o=bd150ba6da04080b,,,100 ml,,,,201001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jean Patou Sira Des Indes EDP 50ml ,"Sandalwood, Amber, Musk and Vanilla.",,,Women,,,"Hampaca, Orange Blossom, Plum and Milk",,/uae-en/sira-des-indes-edp-50ml/N11804858A/p?o=fb63ff4911cec0bf,,Fruity,50 ml,,,,98786579932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 x 5 x 4 inches,1 pounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franck Boclet Patchouli EDP 100ml ,,,,Unisex,,,,,/uae-en/patchouli-edp-100ml/N11756403A/p?o=afe6d9a770b765af,,,100 ml,,,,,,,,,,,,,,,,,,,,4.3 Inch,2.4 Inch,2.2 Inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al Rehab Prince Of Desert EDP 100ml ,,,,Women,,,,RP010173,/uae-en/prince-of-desert-edp-100ml/N26470756A/p?o=b0850d0c072650ba,,,100 ml,,,,RP010173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bond No.9 West Broadway EDP 100ml ,,,,Women,,,,,/uae-en/west-broadway-edp-100ml/N11803596A/p?o=bb3b75bb7590a53e,,Musk,100 ml,"Lime, Musk and Lily-Of-The-Valley",,,98786581163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 pounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Piguet Blossom EDP 100ml ,Bitter Orange Leaves And Sheer Musk,,,Women,,,Mandarin & Orange Blossom,,/uae-en/blossom-edp-100ml/N12582253A/p?o=f91dc8a7c201242f,,,100 ml,Orange And Neroli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Piguet Calypso EDP 100ml ,"Patchouli, Amber and Suede",,,Women,,,"Bulgarian Rose, Orris Root and Rose Centifolia",,/uae-en/calypso-edp-100ml/N12582254A/p?o=e8c8c70ec9db287e,,,100 ml,Mandarin and Geranium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE MERCHANT OF VENICE Perfume Rococo' EDP 100ml ,,,,Unisex,,,,,/uae-en/perfume-rococo-edp-100ml/N11075899A/p?o=c7187e8d1376c28c,,,100 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SARAH JESSICA PARKER Lovely Sheer EDP 100ml ,"Vetiver, Musk, Crystal Amber",,,Women,,,"Gardenia, Pink Pepper and White Woods",,/uae-en/lovely-sheer-edp-100ml/N11805790A/p?o=ce0b73b784ef671d,,Woody,100 ml,"Bergamot, Mandarin Orange and Tunisian Orange Blossom",,,98786581274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6 ounces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE MERCHANT OF VENICE Nobil Homo Venetian Blue EDP 100ml ,"Moss, ambergris, musk",,,Men,,,"Black pepper, Birch, Patchouli",,/uae-en/nobil-homo-venetian-blue-edp-100ml/N11075889A/p?o=c570d07a9948a90c,,Woody,100 ml,"Bergamot, Apple, Lemon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE MERCHANT OF VENICE Nobil Homo Ottoman Amber EDP 100ml ,"Vanilla, Labdanum",,,Women,,,"Patchouli, Sandalwood",,/uae-en/nobil-homo-ottoman-amber-edp-100ml/N11075895A/p?o=be74b0dd54c3829e,,Woody,100 ml,"Bergamot, Plum, Geranium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boadicea THE VICTORIOUS Chariot EDP 100ml ,"Musk, Agarwood, Vanilla, Papyrus, Patchouli, Cedar, Sandalwood, Benzoin, Saffron And Moss",,United Kingdom (UK),Unisex,,,"Tuberose, Neroli, Ylang-ylang, Jasmine, Rose, Freesia, Cherry Blossom, Cardamom And Nutmeg",,/uae-en/chariot-edp-100ml/N11076155A/p?o=f6d68f424c35a079,,Sandalwood,100 ml,"Bergamot, Lime, Apple, Black Currant And Red Berries","Fruity, Fresh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE MERCHANT OF VENICE Flower Fusion EDP 100ml ,"Bourbon Vanilla, Patchouli and Labdanum",,,Women,,,"Jasmine, Freesia, Ylang-Ylang and Damask Rose",,/uae-en/flower-fusion-edp-100ml/N11075896A/p?o=b501f9b899e66e2f,,,100 ml,"Lemon, Violet and Ginger",,,,,,,,,,"Damask Rose, Jasmine, Freesia, Bourbon Vanilla and Violet Leaf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARIS COSMETICS Ice EDP 100ml ,Warm Woody Accords of Cedar and Patchouli,,United Arab Emirates (UAE),Men,Pump,,Orange Blossom,,/uae-en/ice-edp-100ml/N12728737A/p?o=dfb454787c18a00e,,,100 ml,Lavender and Lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katy Perry Purr EDP 100ml ,"Musk, Sandalwood, Amber, Vanille, Coconut Orchid",,,Women,,,"Jasmine, Freesia, Rose",,/uae-en/purr-edp-100ml/N11804982A/p?o=e70f9cfe657dda6c,,,100 ml,"Gardenia, Bamboo, Peach, Red Apple",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 x 1.5 x 1.5 inches,14.2 ounces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boadicea THE VICTORIOUS Enchanting EDP 100ml ,"Oud, Amber, Musk",,United Kingdom (UK),Unisex,,,"Fir, Pepper, Lavender, Sage",,/uae-en/enchanting-edp-100ml/N12303304A/p?o=db9bdbae332dbaac,,Floral,100 ml,"Rosemary, Mint",,,BTV6328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katy Perry Meow EDP 100ml ,"Amber, Vanilla, Sandalwood, Musk",,,Women,,,"Honeysuckle, Lily of The Valley & Orange Blossom",,/uae-en/meow-edp-100ml/N11804986A/p?o=ac134d71663d65dd,,,100 ml,"Tangerine, Pear, Jasmine & Gardenia",,,5544345868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenzo Amour EDP 50ml ,"Musk, Vanille, Woody Notes, Incense",,,Women,,,"Cherry Blossom, Frangipani, Heliotrope",,/uae-en/amour-edp-50ml/N11805017A/p?o=f1363099a71b5f5c,,Vanilla,50 ml,"White Tea, Rice",,,5544345839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BYREDO Inflorescence EDP 100ml ,Luxurious jasmine with its sweet freshness,,,Women,,,"Cool spring wave of citrusy-green lily of the valley, creamy magnolia",,/uae-en/inflorescence-edp-100ml/N11756311A/p?o=dfcced2b7cc7d7dd,,Floral,100 ml,"Rich, intoxicating rose petals scent combined with honey pink freesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADRIENNE VITTADINI AV EDP 3ounce ,,,,Women,Pump,,,B005LQEE1O,/uae-en/av-edp-3ounce/N26056942A/p?o=d450ed8e7f8037bf,,,3 ounce,,,Yes,216298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franck Boclet Leather EDP 100ml ,,,,Unisex,,,,,/uae-en/leather-edp-100ml/N11756400A/p?o=be60aeffa72b83bc,,,100 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LANVIN PARIS Eclat De Fleurs EDP 100ml ,"Sandalwood, White Musk",,,Women,,,"Fressia, Rose, Jasmine",,/uae-en/eclat-de-fleurs-edp-100ml/N11805159A/p?o=b62c8a19d6a8394f,,Floral,100 ml,Pear,,,98786580167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franck Boclet Oud EDP 100ml ,Cedar and Patchouli,,,Men,,,Agarwood (Oud),,/uae-en/oud-edp-100ml/N11756402A/p?o=da5617c88046c5ab,,Arabian,100 ml,"Ginger, Cumin and Carnation",Oriental Woody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARIS COSMETICS Air EDP 100ml ,"Patchouli, Fir and Cedar",,United Arab Emirates (UAE),Men,Pump,,"Carnation, Sage, Geranium and Jasmine.",,/uae-en/air-edp-100ml/N12728724A/p?o=b8e0fe5d2249a6cd,,,100 ml,"Lavender, Green Apple, Mint, Grapefruit and Basil",,,,,,,,,,,,,,,,,,,,,,,Aromatic green fragrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franck Boclet Vanille EDP 100ml ,"Vanilla absolute, cedar and musk.",,,Unisex,,,"Ginger, caramel and flowers",,/uae-en/vanille-edp-100ml/N11756404A/p?o=c56bd7e1a736a16f,,,100 ml,"Lime, grapefruit and cardamom;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Memo Paris French Leather EDP 200ml ,,,,Unisex,,,,,/uae-en/french-leather-edp-200ml/N11756472A/p?o=d6150b318fac2916,,,200 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KILIAN On Liaisons Dangereuse EDP 50ml ,"Vetiver, Musk, Sandalwood, Oak Moss, Woodsy Notes and Vanilla",,,Unisex,,,"Cinnamon, Geranium, Rose and Ambrette",,/uae-en/on-liaisons-dangereuse-edp-50ml/N11075393A/p?o=bfffb7335c48acbb,,,50 ml,"Peach, Black Currant, Coconut and Plum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xerjoff Oud Stars Gao EDP 50ml ,,,,Unisex,,,,,/uae-en/oud-stars-gao-edp-50ml/N11756540A/p?o=b168c7935161042a,,Woody,50 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIM KARDASHIAN Fleur Fatale EDP 3.4ounce ,"Amber, Sandalwood And White Musk",,,Women,,,"Iris, Tea Rose And Peony",,/uae-en/fleur-fatale-edp-3-4ounce/N11805045A/p?o=e1d597afe1c893bd,,,3.4 ounce,"Mix of Black Currant, Bergamot And Violet","Floral, Woody, Musk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acqua Di Parisis Oud Couture EDP 100ml ,Oud,,,Women,,,Oud,,/uae-en/oud-couture-edp-100ml/N11803347A/p?o=ab7a0e3883eff0db,,Floral,100 ml,Oud,,,98786578419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Piguet Futur EDP 100ml ,,,,Unisex,,,,,/uae-en/piguet-futur-edp-100ml/N11756498A/p?o=ff363254679d061d,,,100 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIM KARDASHIAN Perfume Spray EDP 100ml ,"Tonka Bean, Jacaranda Wood, Vanilla Orchid, Sexy Musk, Creamy Sandalwood",,,Women,,,"Pink Jasmine, Tuberose, Sensual Spices, Gardenia",,/uae-en/perfume-spray-edp-100ml/N11805050A/p?o=c4b2c9f8cf4d9efd,,Floral,100 ml,"Mandarin, Honeysuckle, Orange Blossom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6 x 1.7 x 4.6 inches,6.1 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LANVIN PARIS Me EDP 50ml ,Sandalwood,,,Women,,,"Licorice, Tuberose and Rose",,/uae-en/me-edp-50ml/N11075567A/p?o=f734baa24411bfbf,,Floral,50 ml,Mandarin Orange and Blueberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LENGLING Acqua Tempesta Perfume Spray EDP 50ml ,,,,Unisex,,,,,/uae-en/acqua-tempesta-perfume-spray-edp-50ml/N11075572A/p?o=a533ece2da5e5fab,,,50 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMOUAGE Dia EDP 100ml ,"Vanilla , Guaiac Wood , Incense , Heliotrope",,,Women,,,"Peony , Orange Blossom , Orris Root , Turkish Rose Oil , Peach Blossom",,/uae-en/dia-edp-100ml/N11803432A/p?o=a9a7f119ec2b63ac,,Woody,100 ml,"Aldehydes , Cyclamen , Tarragon , Violet Leaf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KILIAN Soul EDP 50ml ,,,,Unisex,,,,,/uae-en/soul-edp-50ml/N11075406A/p?o=adeee982cbdb1bee,,Fruity,50 ml,,,,,"Eucalyptus, Grapefruit, Tobacco, Mate, Birch, Cashmirwood, and Cardamom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LANVIN PARIS Eclat d'Arpège EDP 100ml ,,,,Women,,,,,/uae-en/eclat-d-arp-ge-edp-100ml/N11805162A/p?o=ccdc34e26e8ab3de,,Floral,100 ml,,Floral-Fruity,,,,,,,,,"Cedar, Wisteria, Petitgrain, Chinese Osmanthus, Musk, Green Lilac, Amber, Tea Leaf, Peach Blossom, Peony",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boadicea THE VICTORIOUS Dominant EDP 100ml ,"Amber, Papyrus, Oudh",,United Kingdom (UK),Unisex,Atomizer,,"Ginger, Clove, Jasmine",,/uae-en/dominant-edp-100ml/N12303315A/p?o=bffd35b79144bedc,,,100 ml,"Citrus, Orange",,,BTV6388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
